Mod:Item:MetaData, Localized Name
miscutils:itemNuggetIncoloyMA956, Incoloy-MA956 Nugget
miscutils:itemPlateIncoloyMA956, Incoloy-MA956 Plate
miscutils:itemPlateDoubleIncoloyMA956, Double Incoloy-MA956 Plate
miscutils:itemBoltIncoloyMA956, Incoloy-MA956 Bolt
miscutils:itemRodIncoloyMA956, Incoloy-MA956 Rod
miscutils:itemRodLongIncoloyMA956, Long Incoloy-MA956 Rod
miscutils:itemRingIncoloyMA956, Incoloy-MA956 Ring
miscutils:itemScrewIncoloyMA956, Incoloy-MA956 Screw
miscutils:itemRotorIncoloyMA956, Incoloy-MA956 Rotor
miscutils:itemGearIncoloyMA956, Incoloy-MA956 Gear
miscutils:itemIngotGrisium, Grisium Ingot
miscutils:itemHotIngotGrisium, Hot Grisium Ingot
miscutils:itemDustGrisium, Grisium Dust
miscutils:itemDustSmallGrisium, Small Pile of Grisium Dust
miscutils:itemDustTinyGrisium, Tiny Pile of Grisium Dust
miscutils:itemNuggetGrisium, Grisium Nugget
miscutils:itemPlateGrisium, Grisium Plate
miscutils:itemPlateDoubleGrisium, Double Grisium Plate
miscutils:itemBoltGrisium, Grisium Bolt
miscutils:itemRodGrisium, Grisium Rod
miscutils:itemRodLongGrisium, Long Grisium Rod
miscutils:itemRingGrisium, Grisium Ring
miscutils:itemScrewGrisium, Grisium Screw
miscutils:itemRotorGrisium, Grisium Rotor
miscutils:itemGearGrisium, Grisium Gear
miscutils:itemIngotHG1223, HG-1223 Ingot
miscutils:itemDustHG1223, HG-1223 Dust
miscutils:itemDustSmallHG1223, Small Pile of HG-1223 Dust
miscutils:itemDustTinyHG1223, Tiny Pile of HG-1223 Dust
miscutils:itemNuggetHG1223, HG-1223 Nugget
miscutils:itemPlateHG1223, HG-1223 Plate
miscutils:itemPlateDoubleHG1223, Double HG-1223 Plate
miscutils:itemIngotTrinium, Trinium Ingot
miscutils:itemDustTrinium, Trinium Dust
miscutils:itemDustSmallTrinium, Small Pile of Trinium Dust
miscutils:itemDustTinyTrinium, Tiny Pile of Trinium Dust
miscutils:itemNuggetTrinium, Trinium Nugget
miscutils:itemPlateTrinium, Trinium Plate
miscutils:itemPlateDoubleTrinium, Double Trinium Plate
miscutils:itemIngotRefinedTrinium, Refined Trinium Ingot
miscutils:itemDustRefinedTrinium, Refined Trinium Dust
miscutils:itemDustSmallRefinedTrinium, Small Pile of Refined Trinium Dust
miscutils:itemDustTinyRefinedTrinium, Tiny Pile of Refined Trinium Dust
miscutils:itemNuggetRefinedTrinium, Refined Trinium Nugget
miscutils:itemPlateRefinedTrinium, Refined Trinium Plate
miscutils:itemPlateDoubleRefinedTrinium, Double Refined Trinium Plate
miscutils:itemIngotTriniumTitaniumAlloy, Trinium Titanium Alloy Ingot
miscutils:itemHotIngotTriniumTitaniumAlloy, Hot Trinium Titanium Alloy Ingot
miscutils:itemDustTriniumTitaniumAlloy, Trinium Titanium Alloy Dust
miscutils:itemDustSmallTriniumTitaniumAlloy, Small Pile of Trinium Titanium Alloy Dust
miscutils:itemDustTinyTriniumTitaniumAlloy, Tiny Pile of Trinium Titanium Alloy Dust
miscutils:itemNuggetTriniumTitaniumAlloy, Trinium Titanium Alloy Nugget
miscutils:itemPlateTriniumTitaniumAlloy, Trinium Titanium Alloy Plate
miscutils:itemPlateDoubleTriniumTitaniumAlloy, Double Trinium Titanium Alloy Plate
miscutils:itemBoltTriniumTitaniumAlloy, Trinium Titanium Alloy Bolt
miscutils:itemRodTriniumTitaniumAlloy, Trinium Titanium Alloy Rod
miscutils:itemRodLongTriniumTitaniumAlloy, Long Trinium Titanium Alloy Rod
miscutils:itemRingTriniumTitaniumAlloy, Trinium Titanium Alloy Ring
miscutils:itemScrewTriniumTitaniumAlloy, Trinium Titanium Alloy Screw
miscutils:itemRotorTriniumTitaniumAlloy, Trinium Titanium Alloy Rotor
miscutils:itemGearTriniumTitaniumAlloy, Trinium Titanium Alloy Gear
miscutils:itemIngotTriniumNaquadahAlloy, Trinium Naquadah Alloy Ingot
miscutils:itemDustTriniumNaquadahAlloy, Trinium Naquadah Alloy Dust
miscutils:itemDustSmallTriniumNaquadahAlloy, Small Pile of Trinium Naquadah Alloy Dust
miscutils:itemDustTinyTriniumNaquadahAlloy, Tiny Pile of Trinium Naquadah Alloy Dust
miscutils:itemNuggetTriniumNaquadahAlloy, Trinium Naquadah Alloy Nugget
miscutils:itemPlateTriniumNaquadahAlloy, Trinium Naquadah Alloy Plate
miscutils:itemPlateDoubleTriniumNaquadahAlloy, Double Trinium Naquadah Alloy Plate
miscutils:itemIngotTriniumNaquadahCarbonite, Trinium Naquadah Carbonite Ingot
miscutils:itemHotIngotTriniumNaquadahCarbonite, Hot Trinium Naquadah Carbonite Ingot
miscutils:itemDustTriniumNaquadahCarbonite, Trinium Naquadah Carbonite Dust
miscutils:itemDustSmallTriniumNaquadahCarbonite, Small Pile of Trinium Naquadah Carbonite Dust
miscutils:itemDustTinyTriniumNaquadahCarbonite, Tiny Pile of Trinium Naquadah Carbonite Dust
miscutils:itemNuggetTriniumNaquadahCarbonite, Trinium Naquadah Carbonite Nugget
miscutils:itemPlateTriniumNaquadahCarbonite, Trinium Naquadah Carbonite Plate
miscutils:itemPlateDoubleTriniumNaquadahCarbonite, Double Trinium Naquadah Carbonite Plate
miscutils:itemBoltTriniumNaquadahCarbonite, Trinium Naquadah Carbonite Bolt
miscutils:itemRodTriniumNaquadahCarbonite, Trinium Naquadah Carbonite Rod
miscutils:itemRodLongTriniumNaquadahCarbonite, Long Trinium Naquadah Carbonite Rod
miscutils:itemRingTriniumNaquadahCarbonite, Trinium Naquadah Carbonite Ring
miscutils:itemScrewTriniumNaquadahCarbonite, Trinium Naquadah Carbonite Screw
miscutils:itemRotorTriniumNaquadahCarbonite, Trinium Naquadah Carbonite Rotor
miscutils:itemGearTriniumNaquadahCarbonite, Trinium Naquadah Carbonite Gear
miscutils:itemIngotArceusAlloy2B, Arceus Alloy 2B Ingot
miscutils:itemHotIngotArceusAlloy2B, Hot Arceus Alloy 2B Ingot
miscutils:itemDustArceusAlloy2B, Arceus Alloy 2B Dust
miscutils:itemDustSmallArceusAlloy2B, Small Pile of Arceus Alloy 2B Dust
miscutils:itemDustTinyArceusAlloy2B, Tiny Pile of Arceus Alloy 2B Dust
miscutils:itemNuggetArceusAlloy2B, Arceus Alloy 2B Nugget
miscutils:itemPlateArceusAlloy2B, Arceus Alloy 2B Plate
miscutils:itemPlateDoubleArceusAlloy2B, Double Arceus Alloy 2B Plate
miscutils:itemBoltArceusAlloy2B, Arceus Alloy 2B Bolt
miscutils:itemRodArceusAlloy2B, Arceus Alloy 2B Rod
miscutils:itemRodLongArceusAlloy2B, Long Arceus Alloy 2B Rod
miscutils:itemRingArceusAlloy2B, Arceus Alloy 2B Ring
miscutils:itemScrewArceusAlloy2B, Arceus Alloy 2B Screw
miscutils:itemRotorArceusAlloy2B, Arceus Alloy 2B Rotor
miscutils:itemGearArceusAlloy2B, Arceus Alloy 2B Gear
miscutils:itemIngotLafiumCompound, Lafium Compound Ingot
miscutils:itemHotIngotLafiumCompound, Hot Lafium Compound Ingot
miscutils:itemDustLafiumCompound, Lafium Compound Dust
miscutils:itemDustSmallLafiumCompound, Small Pile of Lafium Compound Dust
miscutils:itemDustTinyLafiumCompound, Tiny Pile of Lafium Compound Dust
miscutils:itemNuggetLafiumCompound, Lafium Compound Nugget
miscutils:itemPlateLafiumCompound, Lafium Compound Plate
miscutils:itemPlateDoubleLafiumCompound, Double Lafium Compound Plate
miscutils:itemBoltLafiumCompound, Lafium Compound Bolt
miscutils:itemRodLafiumCompound, Lafium Compound Rod
miscutils:itemRodLongLafiumCompound, Long Lafium Compound Rod
miscutils:itemRingLafiumCompound, Lafium Compound Ring
miscutils:itemScrewLafiumCompound, Lafium Compound Screw
miscutils:itemRotorLafiumCompound, Lafium Compound Rotor
miscutils:itemGearLafiumCompound, Lafium Compound Gear
miscutils:itemIngotCinobiteA243, Cinobite A243 Ingot
miscutils:itemHotIngotCinobiteA243, Hot Cinobite A243 Ingot
miscutils:itemDustCinobiteA243, Cinobite A243 Dust
miscutils:itemDustSmallCinobiteA243, Small Pile of Cinobite A243 Dust
miscutils:itemDustTinyCinobiteA243, Tiny Pile of Cinobite A243 Dust
miscutils:itemNuggetCinobiteA243, Cinobite A243 Nugget
miscutils:itemPlateCinobiteA243, Cinobite A243 Plate
miscutils:itemPlateDoubleCinobiteA243, Double Cinobite A243 Plate
miscutils:itemBoltCinobiteA243, Cinobite A243 Bolt
miscutils:itemRodCinobiteA243, Cinobite A243 Rod
miscutils:itemRodLongCinobiteA243, Long Cinobite A243 Rod
miscutils:itemRingCinobiteA243, Cinobite A243 Ring
miscutils:itemScrewCinobiteA243, Cinobite A243 Screw
miscutils:itemRotorCinobiteA243, Cinobite A243 Rotor
miscutils:itemGearCinobiteA243, Cinobite A243 Gear
miscutils:itemIngotPikyonium64B, Pikyonium 64B Ingot
miscutils:itemHotIngotPikyonium64B, Hot Pikyonium 64B Ingot
miscutils:itemDustPikyonium64B, Pikyonium 64B Dust
miscutils:itemDustSmallPikyonium64B, Small Pile of Pikyonium 64B Dust
miscutils:itemDustTinyPikyonium64B, Tiny Pile of Pikyonium 64B Dust
miscutils:itemNuggetPikyonium64B, Pikyonium 64B Nugget
miscutils:itemPlatePikyonium64B, Pikyonium 64B Plate
miscutils:itemPlateDoublePikyonium64B, Double Pikyonium 64B Plate
miscutils:itemBoltPikyonium64B, Pikyonium 64B Bolt
miscutils:itemRodPikyonium64B, Pikyonium 64B Rod
miscutils:itemRodLongPikyonium64B, Long Pikyonium 64B Rod
miscutils:itemRingPikyonium64B, Pikyonium 64B Ring
miscutils:itemScrewPikyonium64B, Pikyonium 64B Screw
miscutils:itemRotorPikyonium64B, Pikyonium 64B Rotor
miscutils:itemGearPikyonium64B, Pikyonium 64B Gear
miscutils:itemIngotAbyssalAlloy, Abyssal Alloy Ingot
miscutils:itemHotIngotAbyssalAlloy, Hot Abyssal Alloy Ingot
miscutils:itemDustAbyssalAlloy, Abyssal Alloy Dust
miscutils:itemDustSmallAbyssalAlloy, Small Pile of Abyssal Alloy Dust
miscutils:itemDustTinyAbyssalAlloy, Tiny Pile of Abyssal Alloy Dust
miscutils:itemNuggetAbyssalAlloy, Abyssal Alloy Nugget
miscutils:itemPlateAbyssalAlloy, Abyssal Alloy Plate
miscutils:itemPlateDoubleAbyssalAlloy, Double Abyssal Alloy Plate
miscutils:itemBoltAbyssalAlloy, Abyssal Alloy Bolt
miscutils:itemRodAbyssalAlloy, Abyssal Alloy Rod
miscutils:itemRodLongAbyssalAlloy, Long Abyssal Alloy Rod
miscutils:itemRingAbyssalAlloy, Abyssal Alloy Ring
miscutils:itemScrewAbyssalAlloy, Abyssal Alloy Screw
miscutils:itemRotorAbyssalAlloy, Abyssal Alloy Rotor
miscutils:itemGearAbyssalAlloy, Abyssal Alloy Gear
miscutils:itemIngotTitansteel, Titansteel Ingot
miscutils:itemHotIngotTitansteel, Hot Titansteel Ingot
miscutils:itemDustTitansteel, Titansteel Dust
miscutils:itemDustSmallTitansteel, Small Pile of Titansteel Dust
miscutils:itemDustTinyTitansteel, Tiny Pile of Titansteel Dust
miscutils:itemNuggetTitansteel, Titansteel Nugget
miscutils:itemPlateTitansteel, Titansteel Plate
miscutils:itemPlateDoubleTitansteel, Double Titansteel Plate
miscutils:itemBoltTitansteel, Titansteel Bolt
miscutils:itemRodTitansteel, Titansteel Rod
miscutils:itemRodLongTitansteel, Long Titansteel Rod
miscutils:itemRingTitansteel, Titansteel Ring
miscutils:itemScrewTitansteel, Titansteel Screw
miscutils:itemRotorTitansteel, Titansteel Rotor
miscutils:itemGearTitansteel, Titansteel Gear
miscutils:itemIngotArcanite, Arcanite Ingot
miscutils:itemHotIngotArcanite, Hot Arcanite Ingot
miscutils:itemDustArcanite, Arcanite Dust
miscutils:itemDustSmallArcanite, Small Pile of Arcanite Dust
miscutils:itemDustTinyArcanite, Tiny Pile of Arcanite Dust
miscutils:itemNuggetArcanite, Arcanite Nugget
miscutils:itemPlateArcanite, Arcanite Plate
miscutils:itemPlateDoubleArcanite, Double Arcanite Plate
miscutils:itemBoltArcanite, Arcanite Bolt
miscutils:itemRodArcanite, Arcanite Rod
miscutils:itemRodLongArcanite, Long Arcanite Rod
miscutils:itemRingArcanite, Arcanite Ring
miscutils:itemScrewArcanite, Arcanite Screw
miscutils:itemRotorArcanite, Arcanite Rotor
miscutils:itemGearArcanite, Arcanite Gear
miscutils:itemIngotOctiron, Octiron Ingot
miscutils:itemHotIngotOctiron, Hot Octiron Ingot
miscutils:itemDustOctiron, Octiron Dust
miscutils:itemDustSmallOctiron, Small Pile of Octiron Dust
miscutils:itemDustTinyOctiron, Tiny Pile of Octiron Dust
miscutils:itemNuggetOctiron, Octiron Nugget
miscutils:itemPlateOctiron, Octiron Plate
miscutils:itemPlateDoubleOctiron, Double Octiron Plate
miscutils:itemBoltOctiron, Octiron Bolt
miscutils:itemRodOctiron, Octiron Rod
miscutils:itemRodLongOctiron, Long Octiron Rod
miscutils:itemRingOctiron, Octiron Ring
miscutils:itemScrewOctiron, Octiron Screw
miscutils:itemRotorOctiron, Octiron Rotor
miscutils:itemGearOctiron, Octiron Gear
miscutils:itemIngotBabbitAlloy, Babbit Alloy Ingot
miscutils:itemDustBabbitAlloy, Babbit Alloy Dust
miscutils:itemDustSmallBabbitAlloy, Small Pile of Babbit Alloy Dust
miscutils:itemDustTinyBabbitAlloy, Tiny Pile of Babbit Alloy Dust
miscutils:itemNuggetBabbitAlloy, Babbit Alloy Nugget
miscutils:itemPlateBabbitAlloy, Babbit Alloy Plate
miscutils:itemPlateDoubleBabbitAlloy, Double Babbit Alloy Plate
miscutils:itemIngotBlackTitanium, Black Titanium Ingot
miscutils:itemDustBlackTitanium, Black Titanium Dust
miscutils:itemDustSmallBlackTitanium, Small Pile of Black Titanium Dust
miscutils:itemDustTinyBlackTitanium, Tiny Pile of Black Titanium Dust
miscutils:itemNuggetBlackTitanium, Black Titanium Nugget
miscutils:itemPlateBlackTitanium, Black Titanium Plate
miscutils:itemPlateDoubleBlackTitanium, Double Black Titanium Plate
miscutils:itemIngotRhugnor, Rhugnor Ingot
miscutils:itemDustRhugnor, Rhugnor Dust
miscutils:itemDustSmallRhugnor, Small Pile of Rhugnor Dust
miscutils:itemDustTinyRhugnor, Tiny Pile of Rhugnor Dust
miscutils:itemNuggetRhugnor, Rhugnor Nugget
miscutils:itemPlateRhugnor, Rhugnor Plate
miscutils:itemPlateDoubleRhugnor, Double Rhugnor Plate
miscutils:itemIngotQuantum, Quantum Ingot
miscutils:itemHotIngotQuantum, Hot Quantum Ingot
miscutils:itemDustQuantum, Quantum Dust
miscutils:itemDustSmallQuantum, Small Pile of Quantum Dust
miscutils:itemDustTinyQuantum, Tiny Pile of Quantum Dust
miscutils:itemNuggetQuantum, Quantum Nugget
miscutils:itemPlateQuantum, Quantum Plate
miscutils:itemPlateDoubleQuantum, Double Quantum Plate
miscutils:itemBoltQuantum, Quantum Bolt
miscutils:itemRodQuantum, Quantum Rod
miscutils:itemRodLongQuantum, Long Quantum Rod
miscutils:itemRingQuantum, Quantum Ring
miscutils:itemScrewQuantum, Quantum Screw
miscutils:itemRotorQuantum, Quantum Rotor
miscutils:itemGearQuantum, Quantum Gear
miscutils:itemDustFluorite, Fluorite Dust
miscutils:itemDustSmallFluorite, Small Pile of Fluorite Dust
miscutils:itemDustTinyFluorite, Tiny Pile of Fluorite Dust
miscutils:crushedFluorite, Crushed Fluorite Ore
miscutils:crushedCentrifugedFluorite, Centrifuged Crushed Fluorite Ore
miscutils:crushedPurifiedFluorite, Purified Crushed Fluorite Ore
miscutils:dustImpureFluorite, Impure Fluorite Dust
miscutils:dustPureFluorite, Purified Fluorite Dust
miscutils:itemDustKoboldite, Koboldite Dust
miscutils:itemDustSmallKoboldite, Small Pile of Koboldite Dust
miscutils:itemDustTinyKoboldite, Tiny Pile of Koboldite Dust
miscutils:crushedKoboldite, Crushed Koboldite Ore
miscutils:crushedCentrifugedKoboldite, Centrifuged Crushed Koboldite Ore
miscutils:crushedPurifiedKoboldite, Purified Crushed Koboldite Ore
miscutils:dustImpureKoboldite, Impure Koboldite Dust
miscutils:dustPureKoboldite, Purified Koboldite Dust
miscutils:itemDustCrocoite, Crocoite Dust
miscutils:itemDustSmallCrocoite, Small Pile of Crocoite Dust
miscutils:itemDustTinyCrocoite, Tiny Pile of Crocoite Dust
miscutils:crushedCrocoite, Crushed Crocoite Ore
miscutils:crushedCentrifugedCrocoite, Centrifuged Crushed Crocoite Ore
miscutils:crushedPurifiedCrocoite, Purified Crushed Crocoite Ore
miscutils:dustImpureCrocoite, Impure Crocoite Dust
miscutils:dustPureCrocoite, Purified Crocoite Dust
miscutils:itemDustGeikielite, Geikielite Dust
miscutils:itemDustSmallGeikielite, Small Pile of Geikielite Dust
miscutils:itemDustTinyGeikielite, Tiny Pile of Geikielite Dust
miscutils:crushedGeikielite, Crushed Geikielite Ore
miscutils:crushedCentrifugedGeikielite, Centrifuged Crushed Geikielite Ore
miscutils:crushedPurifiedGeikielite, Purified Crushed Geikielite Ore
miscutils:dustImpureGeikielite, Impure Geikielite Dust
miscutils:dustPureGeikielite, Purified Geikielite Dust
miscutils:itemDustNichromite, Nichromite Dust
miscutils:itemDustSmallNichromite, Small Pile of Nichromite Dust
miscutils:itemDustTinyNichromite, Tiny Pile of Nichromite Dust
miscutils:crushedNichromite, Crushed Nichromite Ore
miscutils:crushedCentrifugedNichromite, Centrifuged Crushed Nichromite Ore
miscutils:crushedPurifiedNichromite, Purified Crushed Nichromite Ore
miscutils:dustImpureNichromite, Impure Nichromite Dust
miscutils:dustPureNichromite, Purified Nichromite Dust
miscutils:itemDustTitanite, Titanite Dust
miscutils:itemDustSmallTitanite, Small Pile of Titanite Dust
miscutils:itemDustTinyTitanite, Tiny Pile of Titanite Dust
miscutils:crushedTitanite, Crushed Titanite Ore
miscutils:crushedCentrifugedTitanite, Centrifuged Crushed Titanite Ore
miscutils:crushedPurifiedTitanite, Purified Crushed Titanite Ore
miscutils:dustImpureTitanite, Impure Titanite Dust
miscutils:dustPureTitanite, Purified Titanite Dust
miscutils:itemDustZimbabweite, Zimbabweite Dust
miscutils:itemDustSmallZimbabweite, Small Pile of Zimbabweite Dust
miscutils:itemDustTinyZimbabweite, Tiny Pile of Zimbabweite Dust
miscutils:crushedZimbabweite, Crushed Zimbabweite Ore
miscutils:crushedCentrifugedZimbabweite, Centrifuged Crushed Zimbabweite Ore
miscutils:crushedPurifiedZimbabweite, Purified Crushed Zimbabweite Ore
miscutils:dustImpureZimbabweite, Impure Zimbabweite Dust
miscutils:dustPureZimbabweite, Purified Zimbabweite Dust
miscutils:itemDustZirconolite, Zirconolite Dust
miscutils:itemDustSmallZirconolite, Small Pile of Zirconolite Dust
miscutils:itemDustTinyZirconolite, Tiny Pile of Zirconolite Dust
miscutils:crushedZirconolite, Crushed Zirconolite Ore
miscutils:crushedCentrifugedZirconolite, Centrifuged Crushed Zirconolite Ore
miscutils:crushedPurifiedZirconolite, Purified Crushed Zirconolite Ore
miscutils:dustImpureZirconolite, Impure Zirconolite Dust
miscutils:dustPureZirconolite, Purified Zirconolite Dust
miscutils:itemDustGadoliniteCe, Gadolinite (Ce) Dust
miscutils:itemDustSmallGadoliniteCe, Small Pile of Gadolinite (Ce) Dust
miscutils:itemDustTinyGadoliniteCe, Tiny Pile of Gadolinite (Ce) Dust
miscutils:crushedGadoliniteCe, Crushed Gadolinite (Ce) Ore
miscutils:crushedCentrifugedGadoliniteCe, Centrifuged Crushed Gadolinite (Ce) Ore
miscutils:crushedPurifiedGadoliniteCe, Purified Crushed Gadolinite (Ce) Ore
miscutils:dustImpureGadoliniteCe, Impure Gadolinite (Ce) Dust
miscutils:dustPureGadoliniteCe, Purified Gadolinite (Ce) Dust
miscutils:itemDustGadoliniteY, Gadolinite (Y) Dust
miscutils:itemDustSmallGadoliniteY, Small Pile of Gadolinite (Y) Dust
miscutils:itemDustTinyGadoliniteY, Tiny Pile of Gadolinite (Y) Dust
miscutils:crushedGadoliniteY, Crushed Gadolinite (Y) Ore
miscutils:crushedCentrifugedGadoliniteY, Centrifuged Crushed Gadolinite (Y) Ore
miscutils:crushedPurifiedGadoliniteY, Purified Crushed Gadolinite (Y) Ore
miscutils:dustImpureGadoliniteY, Impure Gadolinite (Y) Dust
miscutils:dustPureGadoliniteY, Purified Gadolinite (Y) Dust
miscutils:itemDustLepersonnite, Lepersonnite Dust
miscutils:itemDustSmallLepersonnite, Small Pile of Lepersonnite Dust
miscutils:itemDustTinyLepersonnite, Tiny Pile of Lepersonnite Dust
miscutils:crushedLepersonnite, Crushed Lepersonnite Ore
miscutils:crushedCentrifugedLepersonnite, Centrifuged Crushed Lepersonnite Ore
miscutils:crushedPurifiedLepersonnite, Purified Crushed Lepersonnite Ore
miscutils:dustImpureLepersonnite, Impure Lepersonnite Dust
miscutils:dustPureLepersonnite, Purified Lepersonnite Dust
miscutils:itemDustSamarskiteY, Samarskite (Y) Dust
miscutils:itemDustSmallSamarskiteY, Small Pile of Samarskite (Y) Dust
miscutils:itemDustTinySamarskiteY, Tiny Pile of Samarskite (Y) Dust
miscutils:crushedSamarskiteY, Crushed Samarskite (Y) Ore
miscutils:crushedCentrifugedSamarskiteY, Centrifuged Crushed Samarskite (Y) Ore
miscutils:crushedPurifiedSamarskiteY, Purified Crushed Samarskite (Y) Ore
miscutils:dustImpureSamarskiteY, Impure Samarskite (Y) Dust
miscutils:dustPureSamarskiteY, Purified Samarskite (Y) Dust
miscutils:itemDustSamarskiteYb, Samarskite (Yb) Dust
miscutils:itemDustSmallSamarskiteYb, Small Pile of Samarskite (Yb) Dust
miscutils:itemDustTinySamarskiteYb, Tiny Pile of Samarskite (Yb) Dust
miscutils:crushedSamarskiteYb, Crushed Samarskite (Yb) Ore
miscutils:crushedCentrifugedSamarskiteYb, Centrifuged Crushed Samarskite (Yb) Ore
miscutils:crushedPurifiedSamarskiteYb, Purified Crushed Samarskite (Yb) Ore
miscutils:dustImpureSamarskiteYb, Impure Samarskite (Yb) Dust
miscutils:dustPureSamarskiteYb, Purified Samarskite (Yb) Dust
miscutils:itemDustXenotime, Xenotime Dust
miscutils:itemDustSmallXenotime, Small Pile of Xenotime Dust
miscutils:itemDustTinyXenotime, Tiny Pile of Xenotime Dust
miscutils:crushedXenotime, Crushed Xenotime Ore
miscutils:crushedCentrifugedXenotime, Centrifuged Crushed Xenotime Ore
miscutils:crushedPurifiedXenotime, Purified Crushed Xenotime Ore
miscutils:dustImpureXenotime, Impure Xenotime Dust
miscutils:dustPureXenotime, Purified Xenotime Dust
miscutils:itemDustYttriaite, Yttriaite Dust
miscutils:itemDustSmallYttriaite, Small Pile of Yttriaite Dust
miscutils:itemDustTinyYttriaite, Tiny Pile of Yttriaite Dust
miscutils:crushedYttriaite, Crushed Yttriaite Ore
miscutils:crushedCentrifugedYttriaite, Centrifuged Crushed Yttriaite Ore
miscutils:crushedPurifiedYttriaite, Purified Crushed Yttriaite Ore
miscutils:dustImpureYttriaite, Impure Yttriaite Dust
miscutils:dustPureYttriaite, Purified Yttriaite Dust
miscutils:itemDustYttrialite, Yttrialite Dust
miscutils:itemDustSmallYttrialite, Small Pile of Yttrialite Dust
miscutils:itemDustTinyYttrialite, Tiny Pile of Yttrialite Dust
miscutils:crushedYttrialite, Crushed Yttrialite Ore
miscutils:crushedCentrifugedYttrialite, Centrifuged Crushed Yttrialite Ore
miscutils:crushedPurifiedYttrialite, Purified Crushed Yttrialite Ore
miscutils:dustImpureYttrialite, Impure Yttrialite Dust
miscutils:dustPureYttrialite, Purified Yttrialite Dust
miscutils:itemDustYttrocerite, Yttrocerite Dust
miscutils:itemDustSmallYttrocerite, Small Pile of Yttrocerite Dust
miscutils:itemDustTinyYttrocerite, Tiny Pile of Yttrocerite Dust
miscutils:crushedYttrocerite, Crushed Yttrocerite Ore
miscutils:crushedCentrifugedYttrocerite, Centrifuged Crushed Yttrocerite Ore
miscutils:crushedPurifiedYttrocerite, Purified Crushed Yttrocerite Ore
miscutils:dustImpureYttrocerite, Impure Yttrocerite Dust
miscutils:dustPureYttrocerite, Purified Yttrocerite Dust
miscutils:itemDustZircon, Zircon Dust
miscutils:itemDustSmallZircon, Small Pile of Zircon Dust
miscutils:itemDustTinyZircon, Tiny Pile of Zircon Dust
miscutils:crushedZircon, Crushed Zircon Ore
miscutils:crushedCentrifugedZircon, Centrifuged Crushed Zircon Ore
miscutils:crushedPurifiedZircon, Purified Crushed Zircon Ore
miscutils:dustImpureZircon, Impure Zircon Dust
miscutils:dustPureZircon, Purified Zircon Dust
miscutils:itemDustPolycrase, Polycrase Dust
miscutils:itemDustSmallPolycrase, Small Pile of Polycrase Dust
miscutils:itemDustTinyPolycrase, Tiny Pile of Polycrase Dust
miscutils:crushedPolycrase, Crushed Polycrase Ore
miscutils:crushedCentrifugedPolycrase, Centrifuged Crushed Polycrase Ore
miscutils:crushedPurifiedPolycrase, Purified Crushed Polycrase Ore
miscutils:dustImpurePolycrase, Impure Polycrase Dust
miscutils:dustPurePolycrase, Purified Polycrase Dust
miscutils:itemDustZircophyllite, Zircophyllite Dust
miscutils:itemDustSmallZircophyllite, Small Pile of Zircophyllite Dust
miscutils:itemDustTinyZircophyllite, Tiny Pile of Zircophyllite Dust
miscutils:crushedZircophyllite, Crushed Zircophyllite Ore
miscutils:crushedCentrifugedZircophyllite, Centrifuged Crushed Zircophyllite Ore
miscutils:crushedPurifiedZircophyllite, Purified Crushed Zircophyllite Ore
miscutils:dustImpureZircophyllite, Impure Zircophyllite Dust
miscutils:dustPureZircophyllite, Purified Zircophyllite Dust
miscutils:itemDustZirkelite, Zirkelite Dust
miscutils:itemDustSmallZirkelite, Small Pile of Zirkelite Dust
miscutils:itemDustTinyZirkelite, Tiny Pile of Zirkelite Dust
miscutils:crushedZirkelite, Crushed Zirkelite Ore
miscutils:crushedCentrifugedZirkelite, Centrifuged Crushed Zirkelite Ore
miscutils:crushedPurifiedZirkelite, Purified Crushed Zirkelite Ore
miscutils:dustImpureZirkelite, Impure Zirkelite Dust
miscutils:dustPureZirkelite, Purified Zirkelite Dust
miscutils:itemDustLanthaniteLa, Lanthanite (La) Dust
miscutils:itemDustSmallLanthaniteLa, Small Pile of Lanthanite (La) Dust
miscutils:itemDustTinyLanthaniteLa, Tiny Pile of Lanthanite (La) Dust
miscutils:crushedLanthaniteLa, Crushed Lanthanite (La) Ore
miscutils:crushedCentrifugedLanthaniteLa, Centrifuged Crushed Lanthanite (La) Ore
miscutils:crushedPurifiedLanthaniteLa, Purified Crushed Lanthanite (La) Ore
miscutils:dustImpureLanthaniteLa, Impure Lanthanite (La) Dust
miscutils:dustPureLanthaniteLa, Purified Lanthanite (La) Dust
miscutils:itemDustLanthaniteCe, Lanthanite (Ce) Dust
miscutils:itemDustSmallLanthaniteCe, Small Pile of Lanthanite (Ce) Dust
miscutils:itemDustTinyLanthaniteCe, Tiny Pile of Lanthanite (Ce) Dust
miscutils:crushedLanthaniteCe, Crushed Lanthanite (Ce) Ore
miscutils:crushedCentrifugedLanthaniteCe, Centrifuged Crushed Lanthanite (Ce) Ore
miscutils:crushedPurifiedLanthaniteCe, Purified Crushed Lanthanite (Ce) Ore
miscutils:dustImpureLanthaniteCe, Impure Lanthanite (Ce) Dust
miscutils:dustPureLanthaniteCe, Purified Lanthanite (Ce) Dust
miscutils:itemDustLanthaniteNd, Lanthanite (Nd) Dust
miscutils:itemDustSmallLanthaniteNd, Small Pile of Lanthanite (Nd) Dust
